Work_ID,MP_Name,State,Constituency,Work_Type,District,Date,Amount,Payment_Status,work_description,risk_score,risk_level,reason,cost_score,cost_z,cost_ratio,cost_peer_group,mismatch_score,Declared_Work_Type,Predicted_Work_Type,Confidence_In_Declared_Type,conc_score,conc_score_per_work,conc_ratio,portfolio_share,dup_score,dup_similarity,duplicate_of_work_id,dup_amount_corroborated,dup_reason,comparison_group,evidence
WS/MP18138/2024-2025/148823,RICHARD VANLALHMANGAIHA,Mizoram,MIZORAM (ST),Construction of public toilets and bathrooms,Siaha,13-Feb-2026,500000.0,Completed,Construction of Common toilet at  GHSS High school section Lobo II,22,Medium - Worth Reviewing,"Description reads as 'Construction of toilet blocks', not the declared 'Construction of public toilets and bathrooms' (model gives the declared category only 3.1% match confidence).",0,0.0827854616594557,1.118033988749895,national,22,Construction of public toilets and bathrooms,Construction of toilet blocks,0.0315,0,0,2.7950849718747373,0.02799732972667999,0,0.0,,False,,Construction of public toilets and bathrooms,"{'cost_anomaly': {'score': 0, 'z': 0.08, 'ratio_to_peer_median': 1.12, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0315}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.8, 'portfolio_share': 0.028}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP600/2024-2025/148191,Jitendra Singh,Jammu And Kashmir,UDHAMPUR,Construction of boundary walls of existing public and community buildings,KATHUA,08-Jul-2025,157000.0,Completed,"Construction of Protection work from the house of Subash Chander to the house of Pawan Kumar, Ward no. 4, Pyt. Darman, Bhoond, Kathua",22,Medium - Worth Reviewing,"Description reads as 'Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides', not the declared 'Construction of boundary walls of existing public and community buildings' (model gives the declared category only 5.8% match confidence).",0,-1.5455666291858297,0.3169697533181397,national,22,Construction of boundary walls of existing public and community buildings,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",0.0584,0,0,1.440094929378482,0.22299196443191735,0,0.0,,False,,Construction of boundary walls of existing public and community buildings,"{'cost_anomaly': {'score': 0, 'z': -1.55, 'ratio_to_peer_median': 0.32, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0584}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.44, 'portfolio_share': 0.223}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18321/2024-2025/163312,SHOBHANABEN MAHENDRASINH BARAIYA,Gujarat,SABARKANTHA,Providing drains and gutters for public drainage,ARVALLI,02-Apr-2025,296964.0,Completed,Sewer line work in Vankar Vas at Trikampura village,22,Medium - Worth Reviewing,"Description reads as 'Providing supply pipelines for drinking water', not the declared 'Providing drains and gutters for public drainage' (model gives the declared category only 9.3% match confidence).",0,-0.689463998425235,0.6430999176587351,national,22,Providing drains and gutters for public drainage,Providing supply pipelines for drinking water,0.0929,0,0,0.697186437958224,0.0642779963117096,0,0.0,,False,,Providing drains and gutters for public drainage,"{'cost_anomaly': {'score': 0, 'z': -0.69, 'ratio_to_peer_median': 0.64, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0929}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.7, 'portfolio_share': 0.064}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18037/2025-2026/159016,RAJA RAM SINGH,Bihar,KARAKAT,Construction of rooms and halls in school and colleges,ROHTAS,24-Mar-2026,780416.0,Completed,"Construction room in lalu prasad yadav mahavidyalay, shankarpur, akorhi gola.",22,Medium - Worth Reviewing,"Description reads as 'Construction of additional rooms and halls in the existing public and community building', not the declared 'Construction of rooms and halls in school and colleges' (model gives the declared category only 8.9% match confidence).",0,0.5851008736881698,1.5608320000000009,national,22,Construction of rooms and halls in school and colleges,Construction of additional rooms and halls in the existing public and community building,0.0887,0,0,0.7249473764391364,0.0765975598229498,0,0.0,,False,,Construction of rooms and halls in school and colleges,"{'cost_anomaly': {'score': 0, 'z': 0.59, 'ratio_to_peer_median': 1.56, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0887}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.72, 'portfolio_share': 0.077}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18229/2025-2026/162705,ARUN GOVIL,Uttar Pradesh,MEERUT,Street lights,HAPUR,01-Jul-2025,172752.0,Completed,chopla kothi gate police choki par ward 30 gopipura,22,Medium - Worth Reviewing,"Description reads as 'Lighting of public spaces', not the declared 'Street lights' (model gives the declared category only 3.4% match confidence).",0,-0.7014353300367393,0.7749471785969022,state,22,Street lights,Lighting of public spaces,0.0339,0,0,0.29403294492499044,0.034376321060256544,0,0.0,,False,,Street lights,"{'cost_anomaly': {'score': 0, 'z': -0.7, 'ratio_to_peer_median': 0.77, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0339}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.29, 'portfolio_share': 0.034}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18173/2024-2025/138502,THARANIVENTHAN M S,Tamil Nadu,ARANI,Construction of community centers and community halls,Viluppuram,23-Apr-2025,599480.0,Completed,Construction of Waiting Shed at Nanalmedu Village in Vengandur Panchayat,22,Medium - Worth Reviewing,"Description reads as 'Construction of toilet blocks', not the declared 'Construction of community centers and community halls' (model gives the declared category only 3.2% match confidence).",0,-6.289995397249464,0.46000931559533514,state,22,Construction of community centers and community halls,Construction of toilet blocks,0.032,0,0,1.540454890037743,0.07105665562464882,0,0.0,,False,,Construction of community centers and community halls,"{'cost_anomaly': {'score': 0, 'z': -6.29, 'ratio_to_peer_median': 0.46, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.032}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.54, 'portfolio_share': 0.071}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18069/2024-2025/165903,RAJEEV BHARDWAJ,Himachal Pradesh,KANGRA,Construction of culverts and bridges,KANGRA,19-Aug-2026,180000.0,Completed,Construction of pullie vaal Nala ard no3,22,Medium - Worth Reviewing,"Description reads as 'Construction of rainwater harvesting structures', not the declared 'Construction of culverts and bridges' (model gives the declared category only 8.0% match confidence).",0,-2.853819493655108,0.1804290603054062,national,22,Construction of culverts and bridges,Construction of rainwater harvesting structures,0.0796,0,0,0.33176940516599956,0.026415164640160114,0,0.0,,False,,Construction of culverts and bridges,"{'cost_anomaly': {'score': 0, 'z': -2.85, 'ratio_to_peer_median': 0.18, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0796}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.33, 'portfolio_share': 0.026}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18064/2024-2025/154958,NAVEEN JINDAL,Haryana,KURUKSHETRA,Construction of rooms and halls in school and colleges,KURUKSHETRA,01-Apr-2025,194900.0,Completed,Fixing paver block in Government School,22,Medium - Worth Reviewing,"Description reads as 'Crematoriums/energy efficient crematoriums or structures on burial/cremation ground', not the declared 'Construction of rooms and halls in school and colleges' (model gives the declared category only 4.5% match confidence).",0,-1.2381234687981177,0.3898000000000002,national,22,Construction of rooms and halls in school and colleges,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,0.0455,0,0,0.18104734355521632,0.020183973448702673,0,0.0,,False,,Construction of rooms and halls in school and colleges,"{'cost_anomaly': {'score': 0, 'z': -1.24, 'ratio_to_peer_median': 0.39, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0455}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.18, 'portfolio_share': 0.02}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP600/2024-2025/159391,Jitendra Singh,Jammu And Kashmir,UDHAMPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",KATHUA,26-May-2025,119000.0,Completed,"Construction of lane and drain from the house of Tarshem  Lal to the house of  Lal Chand , Ward no. 2, Pyt. Haripur , Village – Haripur, 	Marheen, Kathua",22,Medium - Worth Reviewing,"Description reads as 'Providing drains and gutters for public drainage', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 9.7% match confidence).",0,-0.36018797856545076,0.9520000000000006,state,22,"Construction of roads, link roads, pathways or any other road with or without drainage system",Providing drains and gutters for public drainage,0.0967,0,0,0.9518529240055138,0.5181550660034214,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 0, 'z': -0.36, 'ratio_to_peer_median': 0.95, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0967}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.95, 'portfolio_share': 0.518}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18229/2025-2026/162707,ARUN GOVIL,Uttar Pradesh,MEERUT,Street lights,HAPUR,01-Jul-2025,172752.0,Completed,Ward 3 Nager panchyet office ke samnay twon area babugarh,22,Medium - Worth Reviewing,"Description reads as 'Construction of roads, link roads, pathways or any other road with or without drainage system', not the declared 'Street lights' (model gives the declared category only 3.4% match confidence).",0,-0.7014353300367393,0.7749471785969022,state,22,Street lights,"Construction of roads, link roads, pathways or any other road with or without drainage system",0.034,0,0,0.29403294492499044,0.034376321060256544,0,0.0,,False,,Street lights,"{'cost_anomaly': {'score': 0, 'z': -0.7, 'ratio_to_peer_median': 0.77, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.034}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.29, 'portfolio_share': 0.034}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18354/2024-2025/163550,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),Construction of common work sheds/ common covered sitting area,SURGUJA,04-Sep-2025,500000.0,Completed,GRAM PANCHYAT DARIMA KE THANA PRISAR ME FARIYADIYON HETU JANPRATIKSHALAY,22,Medium - Worth Reviewing,"Description reads as 'Installing tube-wells and borewells', not the declared 'Construction of common work sheds/ common covered sitting area' (model gives the declared category only 4.2% match confidence).",0,0.5231828458363906,1.2499999999999996,state,22,Construction of common work sheds/ common covered sitting area,Installing tube-wells and borewells,0.0419,0,0,0.9991820207523919,0.05525825470364743,0,0.0,,False,,Construction of common work sheds/ common covered sitting area,"{'cost_anomaly': {'score': 0, 'z': 0.52, 'ratio_to_peer_median': 1.25, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0419}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.0, 'portfolio_share': 0.055}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP429/2024-2025/140539,Jyotsna Charandas Mahant,Chhattisgarh,KORBA,Construction of community centers and community halls,Gaurela-Pendra-Marwahi,28-Nov-2025,500000.0,Completed,"Samudayik Bhawan construction at Village Dadhiya, Gram Panchayat - Pondi, Vikas Khand - Marwahi.",22,Medium - Worth Reviewing,"Description reads as 'Construction of buildings for community cultural activities', not the declared 'Construction of community centers and community halls' (model gives the declared category only 8.9% match confidence).",0,2.1127413888437398e-05,1.0000160002560043,state,22,Construction of community centers and community halls,Construction of buildings for community cultural activities,0.0887,0,0,4.5226657443658205,0.2184784484586938,0,0.0,,False,,Construction of community centers and community halls,"{'cost_anomaly': {'score': 0, 'z': 0.0, 'ratio_to_peer_median': 1.0, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0887}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 4.52, 'portfolio_share': 0.218}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP386/2024-2025/142230,Shri Hanuman Beniwal,Rajasthan,NAGAUR,"Purchase of IT systems, including hardware and software for educational purposes",NAGAUR,05-Jul-2025,500000.0,Completed,For purchasing material for Digital Library in Govt SS School Bhatnokha,22,Medium - Worth Reviewing,"Description reads as 'Construction of rooms and halls in school and colleges', not the declared 'Purchase of IT systems, including hardware and software for educational purposes' (model gives the declared category only 3.7% match confidence).",0,0.057830354167467866,1.041666666666666,national,22,"Purchase of IT systems, including hardware and software for educational purposes",Construction of rooms and halls in school and colleges,0.0366,0,0,0.7926945563448841,0.020963445992429337,0,0.0,,False,,"Purchase of IT systems, including hardware and software for educational purposes","{'cost_anomaly': {'score': 0, 'z': 0.06, 'ratio_to_peer_median': 1.04, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0366}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.79, 'portfolio_share': 0.021}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18154/2025-2026/178486,SUKHJINDER SINGH RANDHAWA,Punjab,GURDASPUR,Installing tube-wells and borewells,PATHANKOT,15-Apr-2026,300000.0,Completed,Borewells at Village for drinking water. The working agency will be Gram Panchayat,22,Medium - Worth Reviewing,"Description reads as 'Providing supply pipelines for drinking water', not the declared 'Installing tube-wells and borewells' (model gives the declared category only 4.4% match confidence).",0,1.2693223295070521,2.5656076973128505,state,22,Installing tube-wells and borewells,Providing supply pipelines for drinking water,0.0438,0,0,0.5852466954964146,0.07086962941089621,0,0.0,,False,,Installing tube-wells and borewells,"{'cost_anomaly': {'score': 0, 'z': 1.27, 'ratio_to_peer_median': 2.57, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0438}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.59, 'portfolio_share': 0.071}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
